2016-03-11T00:04:57.7947921Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3341; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T08:05:06.1007953Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3338; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T08:05:06.1007954Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T08:35:06.6197955Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3342; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T08:35:06.6197956Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T09:05:07.1387957Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3342; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T09:05:07.1387958Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T09:35:07.6577959Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3342; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46412]
2016-03-11T09:35:07.6577960Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T10:05:08.1777961Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3343; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46412]
2016-03-11T10:05:08.1777962Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T10:35:08.6967963Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3343; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T10:35:08.6967964Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T11:05:09.2157965Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3342; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T11:05:09.2157966Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T11:35:09.7347967Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3342; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T11:35:09.7347968Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T12:05:10.2537969Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3343; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T12:05:10.2537970Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T12:35:10.7727971Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3341; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T12:35:10.7727972Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T13:05:11.2917973Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3342; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T13:05:11.2917974Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T13:35:11.8117975Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3342; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T13:35:11.8117976Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T14:05:12.3307977Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3340; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T14:05:12.3307978Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T14:35:12.8497979Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3341; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T14:35:12.8497980Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T15:05:13.3687981Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3341; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T15:05:13.3687982Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T15:35:13.8877983Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3340; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46412]
2016-03-11T15:35:13.8877984Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T16:05:14.4067985Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3342; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T16:05:14.4067986Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T16:35:14.9267987Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3341; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T16:35:14.9267988Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T17:05:15.4457989Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=3; freeC="30944/60.6%"; freeRamMB=3340; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T17:05:15.4457990Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T17:35:15.9647991Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3340; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T17:35:15.9647992Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T18:05:16.4837993Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3341; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46412]
2016-03-11T18:05:16.4837994Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T18:35:17.0027995Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3341; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T18:35:17.0027996Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T19:05:17.5217997Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3341; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T19:05:17.5217998Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T19:35:18.0407999Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3341; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T19:35:18.0408000Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T20:05:18.5598001Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3341; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T20:05:18.5598002Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T20:35:19.0798003Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3341; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T20:35:19.0798004Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T21:05:19.5988005Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3342; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46412]
2016-03-11T21:05:19.5988006Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T21:35:20.1178007Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30944/60.6%"; freeRamMB=3341; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T21:35:20.1178008Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T22:05:20.6368009Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30943/60.6%"; freeRamMB=3340; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T22:05:20.6368010Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T22:35:21.1558011Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30943/60.6%"; freeRamMB=3341; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T22:35:21.1558012Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T23:05:21.6748013Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30943/60.6%"; freeRamMB=3340; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T23:05:21.6748014Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
2016-03-11T23:35:22.1948015Z	Type=Information     	ID=1253    	Statistics: [badmailSize=0; computerName=WIN-SCOF9BOCHV8; cpu=0; freeC="30943/60.6%"; freeRamMB=3341; lastSentAt=; lastSyncAt=; queueSize=0; retrySize=0; sent=0; startedAt="Thu, 03 Mar 2016 12:31:50 GMT"; version="4.50.14617.0"; wsetKB=46416]
2016-03-11T23:35:22.1948016Z	Type=Information     	ID=30100   	Task [LogStatistics] completed successfully.
